LP	source	translation	reference	HUMAN_score	sentBLEU
ru-en	Все с неохотой погрузили ложку в вязкое, коричневое, липкое вещество.	everything was stuffed with the neon plunged the spoon into a knitted , brown , sticky substance .	everyone reluctantly dipped a spoon into the viscous brown goo .	-1.28184857475475	0.11076
ru-en	Если все впопыхах и незнамо как, новая идея обернется дешевым популизмом.	if all diplomatic and neznamo like , a new idea will turn to cheap populism .	if everything is done in a hurry and without knowing how to go about it , then this new idea will result in cheap populism .	-1.27774123381648	0.12682000000000002
ru-en	Первое - наличие в капитале претендентов не менее 25% госучастия.	the first - the presence in capital of aspirants is not less than 25 % gosuchastiya .	the first is that bidders must have a minimum of 25 % state participation in their capital .	-1.25943400461675	0.134045
ru-en	Выходит, я первый, кто это видел своими глазами.	leaves , i the first , who this saw by his eyes .	as it turns out , i am the first to see it with my own eyes .	-1.25617568335089	0.135831
ru-en	Еще одна заявленная российская премьера - пикап Rich New.	another russian prime pick-up is the rich new .	another new model announced for russia is the rich new pickup truck .	-1.2412886960536103	0.273968
ru-en	По словам его супруги, в первый раз за карьеру мужчине попадался синий омар в 1990 году.	according to his wife , for the first time in a career a man was hit by a blue omar in 1990 .	according to his spouse , the first time in his career that the man caught a blue lobster was in 1990 .	-1.2277048089106002	0.27830900000000003
ru-en	"В нем даже установлены люстры из старого ""Верба""."	in it even are established the chandeliers from the old “ willow ” .	it even reused the lights from the old verb .	-1.22182176947352	0.21023699999999998
ru-en	"Автор, в частности, поет о том, как ""забивает сваю""."	the author , in particular , sings about how &quot; score driven . &quot;	the writer , in particular , sings about how he is ‘ driving a pile ’ .	-1.2028704076803	0.406121
ru-en	Ира - воспитанница волгоградской спортивной школы.	is an educator of the volgograd sports school .	ira is an alumna of a volgograd sport school .	-1.18964483076753	0.22734899999999997
ru-en	Пробки длиной свыше 40 километров образовались в Японии в первый день коротких летних отпусков.	tube over a length of 40 kilometers was formed in japan in the first day of the short summer holidays .	a traffic jam , stretching over 40 kilometres , developed in japan on the first day of the short summer holidays .	-1.15539499452253	0.445946
ru-en	В годы перед Депрессией американский стол, особенно в сельской местности, представлял собой шведский стол.	in the years before depressia , the american table , especially in rural areas , was a swedish table .	in the years before the depression , the american table , especially in rural areas , was an all-you-can-eat buffet .	-1.15515483590164	0.635193
ru-en	Мы были сильно в фазе.	we were strong in the phase .	we were very much in the moment .	-1.14639483440231	0.2789
ru-en	У двигателя лодки был аварийный размыкатель, но он каким-то образом отцепился от человека, управлявшего лодкой, когда она опрокинулась.	the engine of the boat had an emergency blurring , but it was somehow taken away from the person who managed the boat when it was overhauled .	the boat &apos;s engine had an emergency kill cord but it had somehow come detached from the person driving the boat when it capsized .	-1.11410579993632	0.237053
ru-en	Первые два шага состоят в зажжении факела перед нарушившим границу слоном и подачи сигналов с помощью рога.	the first two steps consist of the ignition of the torch before the destroyed boundary elephant and supplies of signals with the aid of the horn .	the first two steps involve shining a torch at the trespassing elephant and sounding a horn .	-1.11245889732739	0.168486
ru-en	Однако в этом году многие их не дождутся.	this year , however , many of them will not survive .	however , this year , many of them will be waiting for nothing .	-1.11223018769029	0.445791
ru-en	На этой неделе библиотеки-филиалы проведут встречи, посвященные Дню города, Году российского кино и даже Дню физкультурника.	this week , libraries and affiliates will hold meetings on the day of the city , the year of russian cinema and even fizculturnika day .	this week , library branches will hold events devoted to city day , the year of film , and even day of the athlete .	-1.10966938292231	0.25568
ru-en	Напомним, в отношении Николая Сандакова возбуждены два уголовных дела.	let us recall that two criminal cases .	to recall , two criminal cases were brought against nikolai sandakov .	-1.1079426115469	0.200347
ru-en	Я лично выбрал треску на пару и фрикадельки в томатном соусе.	i personally chose the cod on the pair and the fridges in the tomato sauce .	i personally chose the steamed cod and meatballs in tomato sauce .	-1.0964279079333101	0.310071
ru-en	Там есть пары, которым за 70, туристы, которые фотографируют, мальчики-подростки и женщины средних лет.	there there are the pairs , with which for 70 , the tourists , whom photograph , the boy-adolescents and women of average years .	there are couples in their 70s , tourists taking photos , teenage boys and middle-aged women .	-1.09206715911548	0.0841599
ru-en	А стресс испытывают порядка 90% приезжающих.	but stress is tested order 90 % of newcomers .	but about 90 % of visitors feel stressed .	-1.0616162200921602	0.259654
ru-en	Она разглядывает товары, а не тратит деньги.	it scrutinizes goods , but it does not spend money .	she is window-shopping , rather than on a spending spree .	-1.05167947799367	0.12605999999999998
ru-en	Естественно, её вытеснили из своего помещения с витриной на Бедфорд-авеню.	naturally , she was forced out of her room with a shop window on bedford avenue .	naturally , it got priced out of its bedford avenue storefront .	-1.04561515544091	0.144479
ru-en	"Сегодня, 10 августа, библиотека-филиал № 2, в залинейном микрорайоне, приглашает на круиз-презентацию ""Городок мой невелик""."	today , august 10 , the library-affiliate no. 2 , in a linear neighbourhood , invites a &quot; small town of mine &quot; to the cruise presentation .	today , 10 august , library branch no. 2 in zaliniine microdistrict invites the public to check out the presentation , ‘ my little town ’ .	-1.00946800068929	0.0972566
ru-en	Оромо и Амхара — не естественные союзники.	irrigation and amhara are not natural allies .	oromos and amharas are not natural allies .	-1.0013673433394201	0.610474
ru-en	"""В пятнадцать минут восьмого, каждый день, как по часам, я приходил, и для меня готовили мой бейгл с маслом и со всеми начинками"", – сказал он."	&quot; fifteen minutes in the eighth , every day , as on the clock , i came , and for me to prepare my bagel with butter and with all the stuff , &quot; he said .	&quot; quarter past seven , every day , like clockwork , i &apos;d come in and they were making my everything bagel with butter , &quot; he said .	-0.9856878001522379	0.239738
ru-en	Это был неудачный выбор слов, нам жаль, что это произошло'.	this was the unsuccessful selection of words , to us it is it &apos;s a pity , that this proizoshlo &apos; .	it was an unfortunate choice of words , we &apos;re sorry it happened . &apos;	-0.961690209138468	0.126255
ru-en	Одного дуновения обычно достаточно, чтобы развернуть слона в другую сторону.	one thing is usually enough to deploy the elephant to the other side .	one whiff is usually enough to send an elephant the other way .	-0.961253723389532	0.309346
ru-en	"По сообщению регулятора, АО АКБ ""ГАЗСТРОЙБАНК"" проводило высокорискованную кредитную политику, связанную с размещением денежных средств в низкокачественные активы."	according to the communication of regulator , ao akb “ of gazstroybank ” was carried out the high ( ly ) -risky credit policy , connected with the arrangement of cash resources into the low-quality assets .	according to the regulator , jsc jscb gazstroibank , pursued a high-risk lending policy related to the investment of funds in low-quality assets .	-0.945309958903786	0.107205
ru-en	Из химических средств в конце лета стоит применять лишь медный купорос, коллоидную серу и зеленое мыло.	the chemical agents at the end of the summer , it is applied only to copper ( ii ) sulfate , colloidnuu sulphur and green soap .	at the end of summer , the only chemical products that should be used are copper sulphate , colloidal sulphur , and insecticidal soap .	-0.9394333742539529	0.185032
ru-en	Франки — один из лучших жокеев современной эпохи и неудивительно, что он достиг этой отметки, которую так немногие достигали до него.	franks is one of the best junkies of the modern era , and it is not surprising that he reached the mark that so few reached him .	frankie is one of the best jockeys of the modern era and it is no surprise he has reached this landmark so few have achieved before him .	-0.929421463614985	0.325312
ru-en	Симона Байлз из Соединенных Штатов, слева, и Эли Райсман обнимаются после выигрыша золота и серебра соответственно в финале женского индивидуального абсолютного первенства по художественной гимнастике на Летних Олимпийских Играх 2016 в Рио-де-Жанейро, Бразилия, четверг, авг.	simone baylz from the united states , left , and eli raysman petting after winning gold and silver respectively in the finals of the female individual absolute primacy in rhythmic gymnastics at the 2016 summer olympics in rio de janeiro , brazil , thursday , aug .	united states &apos; simone biles , left , and aly raisman embrace after winning gold and silver respectively for the artistic gymnastics women &apos;s individual all-around final at the 2016 summer olympics in rio de janeiro , brazil , thursday , aug .	-0.923770795452525	0.49696999999999997
ru-en	Бабушка и дедушка говорят, Браун получил многочисленные огнестрельные ранения, включая в себя его пах, ногу, руку и живот, но был в сознании, когда его перевезли в больницу.	grandmother and grandfather speak , brown obtained numerous gunshot wounds , including him it smelled , foot , hand and stomach , but it was in the consciousness , when they transported it into the hospital .	the grandparents say brown suffered multiple gunshot wounds , including in his groin , leg , arm and abdomen , but was awake when he was transported to the hospital .	-0.922678023093438	0.156548
ru-en	Мы были сильно в фазе.	we were heavily in phase .	we were very much in the moment .	-0.90510236144829	0.236682
ru-en	"Это недавно отметил и губернатор Челябинской области Борис Дубровский, посетивший в первых числах июля ""Карабашмедь""."	it was recently noted and the governor of chelyabinsk region boris dubrovsky , who visited in the first numbers of july &quot; karabashcopper . &quot;	this was recently noted by boris dubrovsky , governor of chelyabinsk region , who visited karabashmed in the first days of july .	-0.9001550537011189	0.313324
ru-en	"Их веселенькая расцветка контрастирует с заглавиями брошюр: ""Памятка по инфекционным заболеваниям для выезжающих в Рио-де-Жанейро"", ""Первая помощь при утоплении, попадании инородного тела в дыхательные пути, потере сознания - этапы сердечно-легочной реанимации"", ""Первая помощь при ожогах, тепловом ударе, переломах и кровотечениях""."	their weight-bearing blossom contrasts with the pamphlets : &quot; memory on infectious diseases for traveling in rio de janeiro , &quot; &quot; first aid in drowning , inhomogenation of foreign bodies , heat shock , fractures and bleeding . &quot;	their cheerful colours contrast with the titles of the brochures : ‘ a guide to infectious diseases for travellers to rio de janeiro ’ ; ‘ first aid for drowning , choking on a foreign object , loss of consciousness - the steps of cardio-pulmonary resuscitation ’ ; and ‘ first aid for burns , heat stroke , fractures , and bleeding ’ .	-0.9000825045449449	0.0752267
ru-en	Британский путешественник подверг свою иммунную систему и рвотный рефлекс серьезному испытанию, облизывая некоторые из самых грязных и отвратительных мест в Европе.	the british combine their immune system and the vomiting reflex with serious effects , licking some of the most dirty and disgusting places in europe .	a british traveller has put his immune system and gag reflex to a serious test - by licking some of the dirtiest and disgusting places in europe .	-0.8990028185182679	0.338023
ru-en	Шесть лет спустя его, обросшего и в набедренной повязке, уже не отличить от другого смышленого лесного сорванца - Маугли.	six years later , it was no longer distinguishable from another slender forest ch- mowgli .	six years later , with a beard and in a loincloth , he is indistinguishable from that other clever forest rascal , mowgli .	-0.898276727784494	0.15903599999999998
ru-en	Еще одна гимнастка, только на этот раз спортивная - Ирина Сазонова.	one additional gymnast , only this time sport - irina sazonova .	there is another gymnast , but this time , an artistic gymnast : irina sazonova .	-0.8914733773881379	0.18723099999999998
ru-en	Все экземпляры были распроданы за сутки.	all copies were sold for a day .	all the copies were sold out within a day .	-0.889564759323261	0.347597
ru-en	Динамичная на опорном прыжке.	dynamic on the base jump .	dynamic on vault .	-0.8813722918361271	0.312394
ru-en	"Том Розенталь, другой давний клиент, преданно посещал ""Верб"", начиная с 2003 года."	tom rosenthal , another longtime client , faithfully visited the &quot; willow &quot; since 2003 .	tom rosenthal , another longtime customer , went faithfully to verb starting in 2003 .	-0.86068680621469	0.33507
ru-en	Британия заявила права на неожиданную победу четыре года назад, выиграв, когда Хой заявил права на пятую из своих шести олимпийских золотых медалей.	britain stated rights on the unexpected victory four years ago , after winning , when to khoy it stated rights on the fifth of his six olympic gold medals .	britain claimed a shock victory four years ago to win as hoy claimed the fifth of his six olympic golds .	-0.860404073477883	0.276439
ru-en	Гимнастическое бревно и вольные упражнения — где Байлз защищает звание чемпиона мира — лежат в засаде.	gymnastics and freestyle exercises - where bayles defends the title of world champion - lie in the veil .	balance beam and floor exercise - where biles is the defending world champion - lay in wait .	-0.8480357101139592	0.161956
ru-en	Олимпийская деревня - это такое Южное Бутово, спальный район, огороженный с одной стороны горами, с других - внушительным рвом, местами залитыми водой.	an olympic village is such a southern butovo , a sleeping area filled with one side of the mountains , with others - an impressive mouth , places filled with water .	the olympic village is like yuzhnoe butovo , a residential district fenced in by mountains on one side and on the other sides , there is an impressive ditch filled here and there with water .	-0.847896440720215	0.141439
ru-en	Приволжское следственное управления на транспорте СКР занялось выяснением причины жесткой посадки самолета лайнера.	privolzhskoye investigation department on the transport of tfr engaged in finding out the reason for the hard landing of the liner .	the volga district transport investigation department of the investigative committee of russia has begun the process of determining the reason for the liner &apos;s rough landing .	-0.842032088572495	0.185901
ru-en	"Надежда, конечно, на ""Матч"" - целый вечер молодой человек кричал в новостных выпусках сначала про великий полуфинал Дериглазова--Шанаева, потом про грядущий бой за золото."	hope is , of course , a &quot; match &quot; -a whole evening , a young man shouted in the news first about the great semi-finals of dnepropetrovsk-not , then about the future battle for gold .	i , of course , was counting on match : the whole evening the young man on the news broadcasts had been shouting first about the great semi-final between deriglazova and shanaeva , and then about the impending battle for the gold .	-0.8287945211864641	0.20553600000000002
ru-en	Такие данные привел глава МИД Турции Мевлют Чавушоглу в беседе с местными журналистами.	such data has led turkish fm mevlut tens in an interview with local journalists .	this information was presented by turkey ’ s minister of foreign affairs , mevlüt Çavuşoğlu , in a discussion with local journalists .	-0.826452752587509	0.140571
ru-en	У Николая Криволапова, участвовавшего в махинациях, были найдены неизвестного происхождения патроны к наградному пистолету, что позволило предъявить ему дополнительное обвинение.	nikolai krivolapov , involved in the fraud were found by an unknown origin of ammunition to a hardcopy pistol , which allowed him to produce an additional charge .	ammunition , obtained from an unknown source for a special service award gun , was found in the possession of nikolai krivolapov , who was involved in the fraud , which resulted in the laying of additional charges against him .	-0.822091662753083	0.137093
ru-en	Кого-то родители увезли в другую страну еще в детстве, не оставив выбора.	some parents were taken to another country even in childhood , leaving no choice .	some were brought to a different country by their parents during childhood , leaving no choice .	-0.805417081990386	0.372919
ru-en	Шкаф, конечно, смешной, из ткани, доверия не вызывает, но вещи-то можно положить.	the wardrobe , of course , is ridiculous , out of fabric , trust does not cause , but things can be put .	of course , the wardrobe is laughable ; it &apos;s made of cloth and doesn &apos;t inspire a lot of confidence , but things can be put in it .	-0.803133796397277	0.250315
ru-en	Действительно, почему бы не усовершенствовать G 63 - 571-сильную летающую кувалду с аэродинамикой танка и разгоном до сотни за 5,4 с?	indeed , why not improve the g 63 - a 571-strong flying pile with the tank aerodynamics and up to hundreds for 5.4 with ?	indeed , why not improve the g 63 : a 571-hp flying sledgehammer , with the aerodynamics of a tank , that goes from zero to a hundred in 5.4 seconds ?	-0.8028833357803	0.280463
ru-en	У кочевников не было городов, зато были лошади и оружие.	the nomads did not have cities , but they were horses and weapons .	the nomads didn ’ t have cities , but did have horses and weapons .	-0.8011519416139191	0.42631800000000003
ru-en	Именно его президент Эрдоган считает организатором попытки военного переворота, случившейся 15 июля.	it is his president , erdogan , who is seen as an organizer of an attempted military coup that occurred on july 15 .	this is whom president erdogan considers to be the organiser of the military coup attempt that occurred on 15 july .	-0.7966831493534641	0.136045
ru-en	Олимпийская деревня - это такое Южное Бутово, спальный район, огороженный с одной стороны горами, с других - внушительным рвом, местами залитыми водой.	the olympic village is such a southern botovo , a sleeping area surrounded on one side of the mountains , with others - an impressive mouth , places of broken water .	the olympic village is like yuzhnoe butovo , a residential district fenced in by mountains on one side and on the other sides , there is an impressive ditch filled here and there with water .	-0.7963009071611421	0.168201
ru-en	Коу поморщился.	kou winced .	mr. coe grimaced .	-0.7925176582074119	0.384981
ru-en	"Источник в ""Новом книжном"" подтвердил, что речь идет о произведении Стейс Крамер."	source in “ new book ” confirmed that speech goes about the work of steys cramer .	a source from new book confirmed that the incident concerned stace kramer &apos;s work .	-0.7896893224369841	0.138471
ru-en	Об этом сообщил первый замглавы СММ на Украине Александр Хуг.	on this reported the first the assistant heads smm in the ukraine alexander khug .	this was announced by principal deputy chief of the smm in ukraine , alexander hug .	-0.780981495183939	0.129421
ru-en	"""И по этому натянутому канату трудно будет пройти"", - сказал Абди."	&quot; and on this a tight rope exercise will be difficult to pass , &quot; said abdi .	&quot; that , &quot; mr. abdi said , &quot; is a very tight rope to walk . &quot;	-0.7705350031615209	0.13724
ru-en	Метеослужба сказала в заявлении, что дополнительные 3–5 дюймов могут нахлынуть на область.	the meteorological agency said in a statement that the additional 3 to 5 inches could nahlynute on area .	the weather service said in a statement that an additional 3 to 5 inches could fall over the area .	-0.7668256996705329	0.492555
ru-en	Покупатель Primark оскорбил женщину, которая беззастенчиво примеряла нижнее белье посреди магазина	the buyer of primark insulted the woman who shamelessly try underwear in the middle of the store	primark shopper outraged at woman who brazenly tried on underwear in the middle of the shop	-0.766676171791649	0.371577
ru-en	Решение ДУМ активно поддержали в исполнительном комитете Всемирного конгресса татар (ВКТ).	the decision of dum was actively supported by the executive committee of the world congress of tatars ( vkt ) .	the decision by the mrb was actively supported by the executive committee of the world congress of tatars ( wct ) .	-0.766204005077067	0.687405
ru-en	Эйми Бурман, тренер Симоны Байлз, и Мэгги Хани, тренер Лори Эрнандес, обе тренировали своих спортсменок с того момента, как они принялись за гимнастику.	by eymi burman , trainer simon baylzs , and meggi to khani , the trainer of laurie hernandez , both trained their sportswomen from that moment , as they started the gymnastics .	aimee boorman , coach of simone biles , and maggie haney , coach of laurie hernandez , have both coached their athletes since they started in gymnastics .	-0.754745574339265	0.154244
ru-en	В среду распространились сообщения и следом негодование в репортажах на The Verge и Motherboard, на следующий день после того, как в Snapchat заявили, что убрали эту функцию.	were on wednesday extended communications and by track indignation in reportings on the verge and motherboard , next day after in snapchat they stated that they removed this function .	the news and the outrage went wide on wednesday , with reports by the verge and motherboard , a day after snapchat said it had dismantled the feature .	-0.749300816164965	0.198652
ru-en	Ты представляешь CBC и Канаду и делаешь нас похожими на кучку расистов. #disgusted.	can you imagine the cbc and canada and make us look like a bunch of racists . # disgusted .	you represent the cbc and canada and make us all sound like a bunch of racists . # disgusted .	-0.7387414323507551	0.720039
ru-en	"""Россия"" - родина повторов, весь спорт там почему-то в записи."	&quot; russia &quot; is the birthplace of the repetitions , the whole sport there is somehow in the recording .	russia channel is the birthplace of reruns : all the sports on there are prerecorded for some reason .	-0.737311458939011	0.196922
ru-en	В общем, добились смены клининговой компании и теперь с этим все ОК.	in general , change has made the cleaning company and now it &apos;s all ok .	in sum , we successfully managed to switch cleaning companies and now everything seems to be ok with this .	-0.729107804986786	0.100753
ru-en	"Как сообщили ""МК в Волгограде"" в пресс-службе ГУ МЧС России по Волгоградской области, в 17.05 по трассе Р-29 ""Судак - Феодосия"" ехал рейсовый автобус с людьми в салоне."	as reported &quot; mk in volgograd &quot; in the press service of the russian ministry of volgograd region , at 17.05 on the route r-29 &quot; sudak - feodosia &quot; a flight bus with people in the cabin .	the press service for emercom of russia in volgograd region reported to mk in volgograd that the commuter bus carrying passengers was travelling along the p-29 sudak-feodosia route at 5 : 05 p.m .	-0.7059055228146669	0.108681
ru-en	"Он также критикует безрезультатные ""проверки ради галочки"" отделов избирательной регистрации администраций городов."	he also criticizes the airframe &quot; check for ticks &quot; divisions of the electoral registration administrations of cities .	he also criticises the ineffectual &quot; tick-box inspections &quot; of town hall electoral registration departments .	-0.6977267322654289	0.126737
ru-en	"Глава Южного Урала назвал грандиозными перемены, которые произошли с предприятием с тех пор, как ""Карабашмедь"" перешла в группу РМК."	the head of the southern urals described the tremendous changes that have taken place with the enterprise since the &quot; karabashmed &quot; moved to the hoam group .	the head of the southern urals called the changes that have taken place at the plant , since karabashmed became a part of the rmk group , grandiose .	-0.6964494512552559	0.343174
ru-en	Он пришел к этой выдающейся отметке с помощью своего второго победителя ночи на своей домашней дорожке - на Пристрастии, обученном Джоном Госденом.	he came to this outstanding mark with the help of his second winner of the night on his homeward track - on addiction , trained by john gosden .	he brought up the landmark with his second winner of the night at his local track - on predilection , trained by john gosden .	-0.685803863130728	0.407857
ru-en	Впоследствии она будет размещена на сайте Роспотребнадзора по Москве, планируется также выпустить печатную версию и раздать москвичам.	it will then be posted on the rospotrebnadzor site for moscow , and a printed version and handed out to a .	subsequently , it will be posted on the website of the moscow department of rospotrebnadzor , and it is also planned to release a printed version and distribute it to muscovites .	-0.666802116687061	0.20461600000000002
ru-en	Есть другие, более мелкие бренды для банковского обслуживания частных лиц, которые получат больше влияния — Coutts, Adam & Co, Drummond и Holt's Military Bank.	are others , smaller of brenda for the bank care of the private individuals , who will obtain more than influence — coutts , adam &amp; co , drummond and holt &apos; s of military bank .	there are other , smaller brands for private banking , which will get more prominence - coutts , adam &amp; co , drummond , and holt &apos;s military bank .	-0.6667879093226109	0.259915
ru-en	В том злополучном рейсе серьезно пострадали четверо жителей Волгоградской области.	in the unfortunate voyage of severely damaged four residents of volgograd region .	four residents from volgograd region were seriously injured on that ill-fated journey .	-0.666577266806929	0.165446
ru-en	Дракон забавно урчит, мурлыкает, даже хрюкает и, к счастью, не говорит, зато его все время хочется погладить, этим он выгодно отличается от всех известных кинематографических драконов.	funny dragon purrs , purrs , grunts and even , thankfully , does not speak , but he all the time wants to stroke , he compares favorably with all known cinematic dragons .	the dragon amusingly grunts , purrs , and even snorts , but , thankfully , does not speak ; although , the whole time , you want to be petting him , and it is in this sense that he has an obvious advantage over all the other known cinematic dragons .	-0.65500858234526	0.193227
ru-en	'Я бы хотел воспользоваться моментом, чтобы извиниться за комментарий, который я сделал прошлым вечером после женской эстафеты', — сказал он на трансляции Олимпийских игр по CBC'.	&apos;i would want to use moment in order to be apologized for the commentary , which i made a past evening after female relay race &apos; , he said on the translation of the olympic games on cbc &apos; .	&apos;i would like to take a moment to apologize for a comment that i made last night after the women &apos;s relay , &apos; he said on cbc &apos;s olympic broadcast . &apos;	-0.651561353029005	0.102089
ru-en	Задержаны лица из числа граждан Украины и России, оказывавшие содействие в подготовке террористических актов.	detained persons from the number of citizens of ukraine and russia to assist in the preparation of terrorist acts .	the detained individuals are part of a group of ukrainian and russian citizens who have participated in the preparation of terrorist attacks .	-0.647990849727748	0.233647
ru-en	Международная группа биологов пришла к выводу, что самым долгоживущим позвоночным животным является гренландская полярная акула, которая может жить примерно 500 лет, передает RT.	an international team of biologists has concluded that the most vertebrates lived a greenland shark , which can live about 500 years , transmits the rt .	an international team of biologists have come to the conclusion that the longest-living vertebrate is the greenland shark , which can live for approximately 500 years , rt reports .	-0.639098372231522	0.367898
ru-en	Точнее, ответ сформулирован так, что категорически не запрещают, но настоятельно, в нескольких предложениях отговаривают.	more precisely , the answer is formulated in such a way that it is strictly forbidden , but strongly , in several sentences dissuade .	to be more precise , the answer is formulated in such a way that they don &apos;t outright forbid it , but rather , in a few sentences , strongly advise against it .	-0.6284055583949859	0.326834
ru-en	В центральном банке страны заявили, что эта сумма является историческим максимумом, передает РИА Новости.	in the central bank of the country they stated that this sum is historical maximum , transfers by russian international news agency .	the country &apos;s central bank stated that this number represents a historic high , ria novosti reports .	-0.6208269065376391	0.14072
ru-en	Хансфорд, 62 лет, говорит, что воды Бивер-Крик, которые находятся обычно в более, чем 400 футах от его дома, быстро поднялись за ночь.	khansford , 62 years , indicate that waters biver-cry , which are located usually into more than 400 feet from its house , rapidly rose within the night .	hansford , 62 , says waters from beaver creek , which is normally more than 400 feet away from his house , rose quickly overnight .	-0.6156989159385821	0.178785
ru-en	В условиях санатория человек может проверить состояние своего организма и получить рекомендации врача, как ему жить, чтобы здоровье его не разрушалось.	in the conditions of sanatorium employees can check the status of your body and get the advice of a doctor how to live that his health is not destroyed .	in the setting of a health resort , a person can check the state of their body and receive recommendations from a doctor about how to live so that their health does not fall apart .	-0.6123519447357572	0.132178
ru-en	Рассматривается вариант требовать от голосующих предъявлять удостоверение личности перед голосованием.	version is examined to require those voting to present identity card before the voting .	consider the options for requiring voters to produce id before voting .	-0.608451340720794	0.128743
ru-en	По данному делу, объем которого составил 133 тома, ФСИН к обвиняемым заявлен иск о возмещении материального ущерба в размере 2,7 млрд руб.	according to the case , the volume of which amounted to the volume of the volumes , the federal security service filed a lawsuit against the accused claimed a claim for damages in the amount of 2.7 billion roubles .	in regards to this case , the size of which amounted to 133 tomes , fsin has filed a lawsuit against the accused for compensation of material damages in the amount of 2.7 billion roubles .	-0.591656432772553	0.43199399999999993
ru-en	"Кофейня ""Верб"" была обшарпанным, принимающим только наличные местом в Уильямсберге, в котором не было Wi-Fi, но подавали хороший кофе в течение 15 лет."	the &quot; willows &quot; coffee shop was shabby , which only took a cash place in williamsburg , which did not have wi-fi but had good coffee for 15 years .	verb cafe was a shabby , cash-only space in williamsburg that had no wi-fi but served good coffee for 15 years .	-0.578134041965609	0.240348
ru-en	Продлить плодоношение кабачка тоже несложно: срежьте старые листья, пролейте теплой водой и раствором комплексного удобрения, подсыпьте плодородный грунт под куст.	it is also easy to extend the carbake &apos;s dam : cut old leaves , pour warm water and a solution of a complex fertilizers , feed the fertile soil under the bush .	extending the fruiting period of squash is also easy : cut off the old leaves , water it with warm water and a multinutrient fertiliser solution , and add some nutrient-rich soil under the bush .	-0.573869995661312	0.281499
ru-en	Этот показатель является минимальным с начала 2015 года.	this index is minimum since the beginning of 2015 .	this figure represents the smallest decline since the beginning of 2015 .	-0.573640795574979	0.48308900000000005
ru-en	В центральном банке страны заявили, что эта сумма является историческим максимумом, передает РИА Новости.	in the country &apos;s central bank said that this amount is a historic peak synopsis .	the country &apos;s central bank stated that this number represents a historic high , ria novosti reports .	-0.56858441886669	0.314727
ru-en	Сходящие с ума по велосипедному аналогу Кейт и другим двойникам знаменитостей Олимпиады в Рио	going crazy on the bicycle analogy of kate and the other celebrity doppelgangers of the rio olympics	crazy for kate &apos;s cyclist lookalike and other celeb doppelgangers of rio olympians	-0.564264662122033	0.121492
